ptype,floor_area,build_year,occupy,star,site_eui,ngas,water_use
Multifamily Housing,74580,1935,100,100,22.9,455300,9687.3
Multifamily Housing,51000,1923,100,4,133.7,343490.9,5371
Multifamily Housing,53760,1940,100,21,129.7,6045228.1,7030.9
Multifamily Housing,79284,1942,100,16,117.5,7485699.9,2086.9
Multifamily Housing,83910,1925,100,88,64.1,607836.4,7354.2
Multifamily Housing,73121,1927,100,83,66.1,3737091,6249.7
Multifamily Housing,85507,1928,100,89,56.3,591430.3,9165.2
Multifamily Housing,58896,1922,100,20,107.4,5489997,7036
Multifamily Housing,74134,2008,100,64,72.6,3908199.7,6263.4
Multifamily Housing,57000,1927,100,24,113.8,961451.5,3133.2
Multifamily Housing,95509,2003,100,59,74.1,5222612.5,9988
Multifamily Housing,81800,1930,100,59,88.1,6183918.2,8120.9
Multifamily Housing,70000,1955,100,51,104.4,334812.1,1452.7
Multifamily Housing,92588,1927,100,38,101.8,814678.7,1712
Multifamily Housing,55440,1942,100,78,80.8,3872593.3,2333
Multifamily Housing,65028,2008,100,43,83.7,4208848.8,5873
Multifamily Housing,51117,1925,100,32,112.7,4862200.1,8236.8
Multifamily Housing,62881,1927,100,33,115.1,3844890.6,5913.2
Multifamily Housing,53928,1927,100,12,113.8,280000,3428.6
Multifamily Housing,61600,1939,100,100,17.7,284000,5395.6
Multifamily Housing,85404,1928,100,52,100.4,7222277.2,9734.7
Multifamily Housing,69800,1960,100,90,82.8,352003.2,5091.2
Multifamily Housing,76590,1921,100,74,68.1,4198107.6,8875.3
Multifamily Housing,54723,1923,100,3,111.5,4319500.4,7488.7
Multifamily Housing,65208,1954,100,84,68.2,3521417.1,4437
Multifamily Housing,57562,1936,100,45,100,534727.5,1287.9
Multifamily Housing,54000,1941,100,56,85.1,290985,0
Multifamily Housing,62100,1927,100,31,97.6,5103282.7,7180.5
Multifamily Housing,68570,1922,100,5,126.7,6527555.9,9017.8
Multifamily Housing,60000,1924,85,50,111.6,24327.5,11610.1
Multifamily Housing,93180,1936,100,35,88.6,6859147.5,8482
Multifamily Housing,52500,1941,100,69,84.3,264761,4089.8
Multifamily Housing,53430,1925,100,48,106,222230,8405.1
Multifamily Housing,61554,1920,100,89,86.7,269700,243.6
Multifamily Housing,144062,1938,100,72,73.1,8417894,21309.2
Multifamily Housing,60034,1959,100,99,67,3227599.8,6810.3
Multifamily Housing,52200,1925,100,57,99.8,4428856.9,7698.9
Multifamily Housing,56388,1928,100,70,79,3577147.3,4920.8
Multifamily Housing,257181,1926,100,95,35.8,3400943.6,9425.9
Multifamily Housing,81144,1931,100,72,72.2,4375600.3,7325.9
Multifamily Housing,79000,1963,100,79,71.1,4127000.4,5998.5
Multifamily Housing,138000,1920,100,100,50.8,6754400,155137
Multifamily Housing,60133,1924,100,100,13.7,42960,7030.2
Multifamily Housing,81900,1924,100,63,92.1,13300,10741.9
Multifamily Housing,58585,1922,100,24,106.6,5432300.1,5843
Multifamily Housing,60000,1939,100,91,55.9,337485,7330.5
Multifamily Housing,103366,1937,100,74,78.4,419600,7333.4
Multifamily Housing,55026,1925,100,33,111.7,5191699.9,7861.3
Office,84385,1927,100,80,87.7,6877103.1,7480.1
Multifamily Housing,1230965,1950,95,35,105.5,110002497.4,30756.2
Multifamily Housing,65300,1925,100,31,102.6,4938558,10206.6
Multifamily Housing,87210,1927,100,1,623.1,7700,8352
Multifamily Housing,185000,1952,100,72,80.1,11351300.2,16639.7
Multifamily Housing,90650,1940,100,72,77.1,5737999.9,7047.3
Multifamily Housing,70400,1931,100,48,90.1,5337300.1,2648
Multifamily Housing,70400,1932,100,97,45.5,2327199.9,4829.8
Multifamily Housing,67914,1927,100,56,88.1,5114499.8,7034.2
Non-Refrigerated Warehouse,58350,2009,100,26,28.3,1122399.9,33
Multifamily Housing,200000,1955,100,18,101.5,16485359.4,11149.2
Multifamily Housing,50800,1922,100,26,114.5,281216,5848.3
Multifamily Housing,100333,1952,100,58,105,422311.5,4957.7
Multifamily Housing,66255,1949,100,29,126.8,308111.5,5894.3
Multifamily Housing,60200,1927,100,61,86.3,4376435.8,1341.4
Multifamily Housing,58990,1929,100,7,142.4,396846,10750.2
Multifamily Housing,105000,1973,100,17,101.7,8589500.1,13562
Retail Store,157011,2004,100,68,98.1,3167600,347
Multifamily Housing,57800,1958,100,13,79.9,2477388.3,3994.6
Multifamily Housing,60000,1927,100,1,185.7,5552772.3,7054.2
Multifamily Housing,88655,1937,100,73,62.7,4599500,5223
Multifamily Housing,79000,1922,100,1,162.2,4711500,10473.5
Multifamily Housing,53148,1925,100,83,66.7,2712486.5,5546.2
Multifamily Housing,114697,1949,100,44,108.1,709871.9,7941.3
Multifamily Housing,70200,1925,100,20,129.3,358043.9,11593.1
Multifamily Housing,71550,1926,100,62,76.1,4509157.3,1099.3
Multifamily Housing,91620,1927,100,43,85.9,6684199.9,1226.6
Multifamily Housing,51100,1962,100,12,90.2,309200,2930.9
Multifamily Housing,54000,1928,100,30,109,4908719.7,5882.2
Multifamily Housing,103149,1937,100,100,19.6,576300,6421.3
Multifamily Housing,75560,1959,100,29,117.9,7662053,5787.6
Multifamily Housing,52200,1927,100,100,23.4,443800,7905.2
Multifamily Housing,106000,1926,95,100,24.6,555385.4,11109.8
Multifamily Housing,111417,1927,100,47,78.2,663532.3,12712
Multifamily Housing,137410,1938,100,100,22.7,1532995.8,15446.6
Multifamily Housing,89960,1941,100,82,59.9,4478600.3,5334.4
Multifamily Housing,419334,1967,100,48,93.9,33317737.2,29456.6
Senior Care Community,213241,1989,100,43,108.6,12460800,10075.1
Multifamily Housing,72420,1926,100,79,91.3,143600,5298.8
Multifamily Housing,65100,1963,100,96,49.2,2510919.8,2472.9
Multifamily Housing,76860,1923,100,5,145.4,10219179.1,10127.8
Multifamily Housing,76860,1923,100,100,17,387230,4657.1
Multifamily Housing,151244,1922,100,72,81.2,10295338,3427.1
Multifamily Housing,160597,1963,100,58,81.4,1200400,11580.5
Multifamily Housing,75390,1960,100,56,103.6,232406,3265.7
Multifamily Housing,118384,1927,100,74,68.7,496800,40338.1
Multifamily Housing,77002,1935,100,83,68.8,4474645.1,5429.4
Multifamily Housing,112530,1963,100,47,100.2,9340375.8,5469.6
Multifamily Housing,53349,1962,100,27,123.9,2941633.5,1307.2
Multifamily Housing,71870,1927,100,74,89,435946,6769.5
Multifamily Housing,111300,1965,100,23,112.7,625800,10646.4
Multifamily Housing,84630,1962,100,59,87.7,304400,4470.4
Multifamily Housing,82950,1959,100,60,77.7,5256799.8,1098.2
Multifamily Housing,89229,1955,100,59,72.7,355483.3,4556.1
Multifamily Housing,115429,1928,100,50,103.7,642374.8,11716.7
Multifamily Housing,61000,1925,100,81,73.4,183883.3,3762.9
Multifamily Housing,54001,1925,100,11,144.1,284500,592.6
Multifamily Housing,81019,1941,100,100,20,410463.6,5406.3
Multifamily Housing,121796,2004,95,44,78.2,7124834.3,6971.1
Multifamily Housing,77000,1983,100,43,114.6,2524813,3320.6
Office,59000,1927,100,89,44.8,487057,223.6
Multifamily Housing,65000,1961,100,27,104.5,370756.6,5077
Office,118423,2013,100,82,64.4,2428687.2,902.5
Multifamily Housing,92155,2000,100,34,97.6,7009520,8070
Multifamily Housing,48000,1956,100,10,149.9,306650,101.4
Multifamily Housing,94050,1986,100,97,54.6,3565799.9,5211.2
Multifamily Housing,88500,1927,100,1,131,1482399.9,6455.3
Multifamily Housing,96250,1950,100,92,53.5,4254527.2,2873.3
Office,83728,2000,100,70,101.8,7528793.8,7998.5
Multifamily Housing,86875,1955,100,87,60.5,352038.5,4024.5
Multifamily Housing,90400,1950,100,91,52.1,3645499.9,3651.2
Multifamily Housing,59040,1956,100,57,96.3,258609.7,4652.8
Multifamily Housing,55226,1931,100,34,92.4,2381519.2,3744
Multifamily Housing,65000,1920,100,37,96.8,5438300,5968.7
Multifamily Housing,56300,1931,100,94,66.1,237700,3686.9
Multifamily Housing,89915,1973,100,55,87,530317.7,9903.5
Multifamily Housing,60587,1922,100,74,70,3460837,9351.5
Multifamily Housing,81735,1966,100,52,89.5,344126.1,5358.2
Multifamily Housing,69300,1937,100,79,68.6,3774406,7356.3
Multifamily Housing,71145,1941,100,70,85.8,5277299.9,8678.1
Multifamily Housing,54900,1930,100,78,86.3,301300,5009
Multifamily Housing,73528,1937,100,97,51.9,3141100,3055.8
Multifamily Housing,66600,1954,100,60,81.4,4597561.2,468.5
Multifamily Housing,72486,2009,100,85,62.6,3423155.1,2732.6
Multifamily Housing,69960,1931,100,60,83.8,4643702.9,3271.7
Multifamily Housing,72486,2009,100,80,65.3,3505244.8,4153.2
Multifamily Housing,100875,1927,100,77,77.8,6495796.6,9107.5
Multifamily Housing,63974,1926,100,87,62.7,3262839.1,3560
Multifamily Housing,57620,1930,100,82,74.3,256600,4509.1
Multifamily Housing,66780,1953,100,24,99.8,5499999.8,3218.1
Multifamily Housing,61048,1922,100,95,62,1042401,11113
Multifamily Housing,61115,1940,100,18,129.7,190978.2,7506.6
Multifamily Housing,68340,1948,100,84,68.2,136729,4625.6
Multifamily Housing,59570,1955,100,43,106.8,437567.7,1979.4
Multifamily Housing,71100,1948,100,64,82.1,349035.5,3942
Multifamily Housing,73700,1954,100,55,81.8,379745.5,4770.7
Multifamily Housing,59085,1955,100,20,65.5,1673100.1,4665.6
Multifamily Housing,93600,1940,100,36,92.4,562126,8002.6
Multifamily Housing,63430,1937,100,64,97.5,212104.5,4809.2
Multifamily Housing,69166,1954,100,56,38.1,157700,2400.3
Multifamily Housing,56611,1950,100,72,97.2,180136.4,4001.3
Multifamily Housing,79380,1940,100,98,57.8,256827.3,5200.2
Multifamily Housing,98580,1929,100,81,73.6,6180977.4,7846.1
Multifamily Housing,255200,1929,100,93,63.3,1253035.4,24171.8
Multifamily Housing,73974,1929,100,69,80.3,4840313,11212.4
Multifamily Housing,79920,1923,100,100,20.6,147248.4,2187
Multifamily Housing,60400,1926,100,89,65.1,370900,6664.8
Multifamily Housing,80889,1933,100,42,87.3,5827859.2,11250.5
Multifamily Housing,56265,1924,100,35,118.6,425200,8687.4
Multifamily Housing,56910,1923,100,39,95,327200,5188.2
Multifamily Housing,50676,2012,100,38,70.8,2098748.8,2268
Multifamily Housing,65100,1937,100,76,72.8,4021860.3,4244.4
Multifamily Housing,50762,1925,100,70,73.9,3070700.1,3874.9
Multifamily Housing,61286,1927,100,47,92.9,241896,4547.4
K-12 School,55650,1970,100,84,66.9,3178548.6,295.9
Multifamily Housing,67500,1900,100,56,105.1,6975721.2,8579.4
Multifamily Housing,129000,1956,100,25,100,9661858.5,7270.3
Multifamily Housing,93000,1963,100,66,69.9,4909776.6,3294.2
Multifamily Housing,66822,1929,100,39,98.4,5680289,10681.8
Multifamily Housing,100333,1936,100,82,77.1,304802.7,6126.5
Multifamily Housing,81060,1941,100,71,78.9,272623,8131.3
Multifamily Housing,150135,1956,100,15,102,543035.3,12243.6
Multifamily Housing,95921,1928,100,87,65.5,5292299.7,5791.4
Multifamily Housing,105846,1925,100,73,79.9,6822911.4,3216.3
Multifamily Housing,93000,1928,100,89,48,3255245.2,9797
Multifamily Housing,73794,1924,100,88,61.9,356096.8,7923.3
Multifamily Housing,89580,1926,100,84,70.6,5234225.7,10951.2
Multifamily Housing,53575,1936,100,37,110.4,4908719.7,6115.6
Multifamily Housing,52758,1932,100,77,79.1,3467499.8,4447.2
Multifamily Housing,53406,1940,100,52,96.3,4408100.2,4805
Multifamily Housing,79600,1927,100,59,79.8,1914964.5,11886.1
Multifamily Housing,100282,1928,100,32,142.9,351300,6758.2
Multifamily Housing,62548,1920,100,81,68.7,3502699.9,6603.1
Multifamily Housing,74293,1932,100,33,100.7,6216102.9,10204.2
Multifamily Housing,77850,1940,100,81,69,4464575.2,4216
Multifamily Housing,51896,1946,100,74,88.7,3872000.3,4275.2
Multifamily Housing,86766,1938,100,76,82.5,258700,5151.1
Multifamily Housing,67320,1939,100,36,102,190593.6,6569
Multifamily Housing,52668,1933,100,61,84.9,3781943,4304.3
Multifamily Housing,102412,1932,100,52,86,7410422.4,10319.7
Multifamily Housing,66836,1941,100,34,102.4,304700,4796.8
Multifamily Housing,94250,1928,100,87,65.1,5217599.6,8933.6
Multifamily Housing,125000,1935,100,52,87.7,9274800.1,6688.5
Multifamily Housing,60366,1926,100,53,119.3,362129,7334.4
Multifamily Housing,83125,1939,100,85,78.6,280526.1,546.9
Multifamily Housing,66469,1927,100,100,16.3,282959.2,9330.6
Multifamily Housing,109783,2006,100,66,69.4,5401691.8,11442.7
Multifamily Housing,87500,1928,85,100,21.2,690305.6,12755.3
Multifamily Housing,51450,1926,100,63,91.8,150964.1,5139.1
Multifamily Housing,64400,1939,100,75,73,723411,4677.8
Multifamily Housing,68501,1940,100,48,102.6,392100,12072.1
Multifamily Housing,73566,1927,100,77,77.6,1840980.6,4832.9
Multifamily Housing,71028,1928,100,56,87.8,5389049.9,6736.8
Multifamily Housing,56000,1924,100,82,70.1,3313669.8,5103.6
Multifamily Housing,86625,1928,100,79,79.2,5635792.9,6937.6
Multifamily Housing,54000,1931,100,68,83.6,3797043.4,5942.7
Multifamily Housing,56000,1926,100,84,80.7,3643489.8,3972.1
Multifamily Housing,61500,1931,100,53,83.6,4284243.4,6462.8
Multifamily Housing,56530,1924,100,79,66.5,233482,414.6
Multifamily Housing,54775,1954,100,99,27.2,522610.9,2410.3
Multifamily Housing,67666,1925,100,60,103.2,2071512,693.1
Multifamily Housing,55680,1927,100,25,92.2,3417300,8286.2
Multifamily Housing,93712,1927,100,100,34.5,504200,6196.3
Multifamily Housing,53000,1926,100,88,69.5,3048500.3,5445.2
Multifamily Housing,60290,1926,100,16,113.1,1277040,5817
Multifamily Housing,81900,1955,100,76,66.6,450900,5026.9
Multifamily Housing,106550,1927,100,96,58.8,730893.2,10897
Multifamily Housing,50040,1966,100,100,25.2,545200,3974.4
Multifamily Housing,69615,1959,100,97,55.7,257945,2392.8
Multifamily Housing,70900,1926,100,1,230.7,8253600.5,10944.7
Multifamily Housing,69336,1922,100,100,15.8,306137,4214
Multifamily Housing,52800,1926,100,100,9.3,118719.7,6619.5
Multifamily Housing,65333,1939,100,78,86.4,187012.1,3508.4
Multifamily Housing,44760,1927,100,2,149.1,362823.5,6059.9
Multifamily Housing,64400,1937,100,55,78,315100,1426.2
Multifamily Housing,62118,1937,100,100,20.5,374954,8450
Multifamily Housing,61620,1920,100,49,108.1,5671199.8,7737.9
Multifamily Housing,61310,1923,100,63,89.8,394624.2,5677.7
Multifamily Housing,75600,1925,100,79,80.6,5198500.1,3415.6
Multifamily Housing,106500,1928,100,88,73.7,243686.7,8269.8
Multifamily Housing,75610,1927,100,9,124.5,277700,6920.9
Multifamily Housing,64866,1928,100,100,10.2,218800,9407.4
Multifamily Housing,70000,1926,100,17,115.9,292900,2924.5
Multifamily Housing,69960,1967,100,62,74.5,435696.7,1085.6
Multifamily Housing,70800,1925,100,95,52.2,141300,3032.1
Multifamily Housing,63000,1926,100,95,52.7,328000,3649
Multifamily Housing,75821,1959,100,64,83.4,407466.7,7317.3
Multifamily Housing,61950,1924,100,79,61.7,1685900.1,14784.7
Multifamily Housing,55001,1927,100,9,116.9,5547499.6,73.8
Multifamily Housing,80031,1925,100,92,63.5,4216370.2,5449.1
Multifamily Housing,56552,1926,100,14,108,4339956.7,4450.9
Senior Care Community,83500,1971,95,27,145.1,8758192.9,7556.1
Senior Care Community,90550,1975,95,20,122.2,3273565.5,6618.8
Multifamily Housing,87606,1950,100,86,62.7,975553,5475.9
Multifamily Housing,55552,1962,100,48,94.2,4373133.6,5154.6
Multifamily Housing,160000,1954,100,100,18.9,549426.7,6287.4
Multifamily Housing,57500,1926,100,62,77.6,289500,4362.8
Multifamily Housing,60000,1925,100,94,64.7,1703654.5,3593.3
Multifamily Housing,52800,1927,100,67,76.6,215938.7,2921.1
Multifamily Housing,66135,1927,100,57,91,2571154.7,6481.2
Multifamily Housing,58800,1940,100,89,76.7,1303539.9,3888.9
Multifamily Housing,74970,1959,100,96,58.4,365036,5762.5
Multifamily Housing,60667,1927,100,90,58.5,246721.8,4093.3
Multifamily Housing,58993,1960,100,16,80.5,3489199.7,2480.6
Multifamily Housing,63340,1940,100,10,120.8,3800300.1,16260.3
Multifamily Housing,146052,2009,100,90,41.5,3148584,7713.9
Multifamily Housing,60850,1928,100,100,19.2,307080.6,29888.4
Multifamily Housing,76525,1928,100,77,72.4,297195.8,6921.3
Multifamily Housing,65342,1965,100,77,76.8,1075520,1978.7
Multifamily Housing,92988,1931,100,96,58.7,572343.6,8725.8
Multifamily Housing,77002,1929,100,77,84.1,5377196.8,7920.6
Multifamily Housing,53298,1935,100,63,91.4,110800,3352
Multifamily Housing,53463,2011,100,51,76,2940438.8,3058.2
Multifamily Housing,61634,1941,100,48,70.2,2598299.8,1180
Multifamily Housing,151932,1958,100,71,53,348600,4658.9
Multifamily Housing,50886,1931,100,65,82.8,151271,3722
Multifamily Housing,110000,1958,100,32,100.1,8317570.5,4227.2
Multifamily Housing,76650,1942,100,86,67.3,179402,2155.5
Multifamily Housing,58055,1955,100,76,78.5,3827703.6,2620.4
Multifamily Housing,61917,1930,100,82,63.6,271576.7,2420.3
Multifamily Housing,109206,1958,100,77,77.1,6910410,3165
Multifamily Housing,61819,1958,100,50,105.8,255800,2823
Multifamily Housing,57960,1957,100,58,101.3,210200,2797
Multifamily Housing,598475,1966,100,23,118.8,55056627.3,50071.4
Non-Refrigerated Warehouse,127260,2008,100,8,138.2,13453199.2,254.6
Distribution Center,129000,2001,100,29,50.8,2050419.5,29587.9
Senior Care Community,91405,1979,100,66,134.9,9011696.8,8635.5
Multifamily Housing,221208,1978,100,100,26.4,2370998.9,18353.3
Multifamily Housing,65520,1982,100,55,74.3,3732940.5,3687.1
Office,113644,1964,100,50,94.1,3071906.4,684.7
Multifamily Housing,174672,1964,100,56,148.9,21922570.6,37733.6
Multifamily Housing,212300,1967,100,35,110.6,19015080.2,21008.9
Multifamily Housing,90363,1962,100,100,20.4,42077.4,0
Multifamily Housing,242807,1967,100,68,83,16214356.1,17476.7
Multifamily Housing,52800,1925,100,66,72.9,3215197.1,3532
Multifamily Housing,65064,1927,100,1,153.5,8538099.7,10709.8
Multifamily Housing,64000,1931,95,47,92.7,171440,3527
Multifamily Housing,72000,1931,100,1,187.4,6702686.1,10667.9
Multifamily Housing,77000,1931,100,42,106.9,7019823.8,10112.7
Multifamily Housing,77000,1931,100,55,94.8,6034876.4,11471.4
Hospital (General Medical & Surgical),64600,1950,100,100,157.4,3732660.8,8860.7
Multifamily Housing,56679,1939,100,22,110.8,5323524.3,4350.7
Multifamily Housing,52754,1928,100,82,68.4,2863918.2,4869.1
Multifamily Housing,68640,1928,100,84,92.5,5040210.3,2779.4
Multifamily Housing,69785,1929,100,100,4.9,72183.9,664093.4
Multifamily Housing,61090,1928,100,97,68.7,559128.4,7317
Multifamily Housing,99717,1929,100,72,72.7,5526316.5,7761.4
Multifamily Housing,61725,1929,100,35,93.6,4877688.4,7386.3
Multifamily Housing,76900,1930,100,16,107.3,6319044.6,8703.9
Multifamily Housing,198114,1964,100,100,24,1159354,16169.1
Multifamily Housing,73260,1928,100,55,95.5,5840910,8083
Multifamily Housing,73260,1928,100,64,93.4,5813913.4,9543.5
Multifamily Housing,104914,1929,100,50,83.2,6976765.9,9712.2
Multifamily Housing,66332,1929,100,80,62.6,3193222.7,4630.9
Multifamily Housing,74890,1929,100,12,133.3,8600742.5,16624.3
Multifamily Housing,92628,1930,100,84,72.4,5549843,6378.7
Multifamily Housing,101738,1955,100,40,94.3,7372834.4,11167.7
Multifamily Housing,99881,1929,100,70,66.7,5061299.9,1870.5
Multifamily Housing,125960,1928,100,68,82.3,8474866.5,9135.9
Senior Care Community,136164,2007,100,82,104.2,9015299.8,5018.7
Medical Office,68500,1987,100,49,93.7,2114977.4,2487.4
Distribution Center,152000,1967,100,90,20.6,1265946.8,246.1
Office,60000,1972,100,46,82.8,836249.3,1324.8
Multifamily Housing,69900,1929,100,16,124.6,142256.7,9130.7
Multifamily Housing,61952,1964,100,95,29.8,510720,33149.2
Multifamily Housing,69500,1930,100,6,119.8,391931,12152.2
Multifamily Housing,265625,1965,100,8,152.2,35401400.2,21844.2
Multifamily Housing,105360,1932,100,58,97.2,9080952,11269.5
Multifamily Housing,62400,1932,100,12,106.6,5276085,9729.9
Multifamily Housing,76302,1931,100,58,86.9,5628194.9,7012.6
Multifamily Housing,63000,1929,100,84,60.2,239190.3,1246.7
Multifamily Housing,105000,1930,100,99,62.9,5075400,6481.6
Multifamily Housing,152250,1930,100,94,53.6,6640100.5,7096.2
Multifamily Housing,56000,1930,100,59,80.4,3702399.8,5958.4
Multifamily Housing,56250,1930,100,82,70.1,3136700.1,1069
Multifamily Housing,53750,1930,100,89,63.5,2654300,2216.7
Multifamily Housing,66937,1927,100,47,88.8,1645899.9,8128.7
Multifamily Housing,67800,1962,100,62,76.2,197509.1,4345
Multifamily Housing,51565,1963,100,78,83.7,278085.4,4511.5
Multifamily Housing,65543,1933,100,65,86.8,4890346.7,6451.2
Multifamily Housing,93000,1928,100,96,27.8,533803.2,8697.4
Multifamily Housing,76041,2007,100,37,81.8,4500761.3,4456.1
Multifamily Housing,70030,1939,90,100,23.6,459128.2,6599.7
Multifamily Housing,118000,1940,100,1,143,13166798.8,29813.6
Multifamily Housing,51000,1922,100,35,114,5127799.7,21635.5
Multifamily Housing,67018,1927,100,24,97,5312725.8,12428.1
Multifamily Housing,64895,1927,100,28,84.4,3973142.2,7656.8
Multifamily Housing,72715,1962,100,40,95,317342.4,2902.1
Multifamily Housing,65000,1928,100,35,97.7,5476582.4,5342.2
Multifamily Housing,135250,1963,100,34,118.1,967910,9308.8
Multifamily Housing,57000,1929,100,72,74.1,3545787.1,4083.6
Multifamily Housing,75600,1925,100,81,71.2,4283785,3993.8
Multifamily Housing,50250,1929,100,5,132.9,557655.1,4372.7
Multifamily Housing,89780,1963,100,93,50.4,267827.3,5301.8
Multifamily Housing,123573,1962,100,41,88,8465482.8,9140.7
Hospital (General Medical & Surgical),172268,1977,100,40,303.7,34128099.9,18842.1
Multifamily Housing,85218,1970,100,71,85.2,5877244.2,3098.4
Multifamily Housing,70200,1927,100,60,79.5,4283998,3361
Multifamily Housing,84475,2002,100,30,94.2,6107614.8,7402.8
Multifamily Housing,56634,1927,100,37,96.7,4538499.9,710.1
Multifamily Housing,70000,1961,100,82,75.8,292516.1,24415.2
Multifamily Housing,95032,1935,100,74,66.4,5114500.4,3727
Multifamily Housing,173856,2007,100,98,46.1,6106899.9,9029.9
Multifamily Housing,216875,1927,100,76,81.1,15327020.8,37705
Multifamily Housing,129000,1928,100,65,84.5,9231299.7,8969.9
Multifamily Housing,134000,1929,100,59,89.9,107207.1,9955.7
Multifamily Housing,197155,1929,100,50,88.4,12067490.4,13869.6
Multifamily Housing,53400,1939,100,40,98.5,299768,3824.8
Multifamily Housing,65418,1939,100,85,65.9,305512,5767.4
Multifamily Housing,220000,1952,100,100,42.1,6761119.8,5142.9
Multifamily Housing,175000,1965,100,51,87.8,12225100.1,9170.4
Multifamily Housing,175806,1929,100,37,108.6,989995.2,19907.6
Multifamily Housing,127000,1950,100,100,17,896378.3,4614.8
Multifamily Housing,85195,1960,100,86,60.7,4191922,4035
Multifamily Housing,50105,1964,100,72,75.6,153200,2125.8
Multifamily Housing,57500,1953,100,100,15.8,251758.7,5272.9
Multifamily Housing,63000,1963,100,78,89.1,574500,3990.9
Multifamily Housing,87655,1927,100,100,20.5,617200,10811.6
Multifamily Housing,89544,1936,100,46,97.2,266201,15099.5
Multifamily Housing,87354,1941,100,53,76.3,5378320.7,3379.9
Multifamily Housing,70704,1935,100,37,92.2,5441122.5,6263.1
Multifamily Housing,81935,1935,100,92,68.6,4735757.2,3959.8
Multifamily Housing,87297,1931,100,84,78.3,5808318.4,4536
Multifamily Housing,70296,1928,100,67,89.9,5255467.7,9068.6
Multifamily Housing,81984,1930,100,65,75.5,4606399.7,4832.7
Multifamily Housing,81996,1930,100,41,90.1,5547299.9,6970
Multifamily Housing,103611,1930,100,70,82.2,6721856.7,8163.3
Multifamily Housing,70836,1930,100,57,96,5773018.2,6138.9
Multifamily Housing,88386,1930,100,76,113.3,8696466.4,5506.2
Multifamily Housing,88386,1929,100,79,68.4,371801.3,38.4
Multifamily Housing,73182,1930,100,70,86.7,5372571.9,5453.3
Multifamily Housing,73842,1930,100,59,93.8,5680578.8,7752.7
Multifamily Housing,72000,1930,100,1,148.5,8603943.6,616843.6
Multifamily Housing,96306,1930,100,96,58.3,4410898.7,6793.8
Multifamily Housing,82956,1928,100,98,70.1,5604676.3,8432.4
Multifamily Housing,84588,1931,100,2,166.4,6107968.3,738
Multifamily Housing,95991,1931,100,83,67.6,5219745.4,4208.9
Multifamily Housing,74514,1929,100,59,77.6,4695349.1,5181.5
Multifamily Housing,75288,1929,100,4,151.7,4396855.2,12787.7
Multifamily Housing,88920,1929,100,66,90,3387500,10677.7
Multifamily Housing,90971,1940,100,100,24,700000,11633
Multifamily Housing,75114,1931,100,2,164.2,5483917.2,1055.6
Multifamily Housing,69923,1964,95,49,71.1,3801026.9,4798.3
Multifamily Housing,66075,1930,100,72,83.4,3845492.5,4656.8
Multifamily Housing,65862,1930,100,56,95.5,5386780.7,4622.7
Multifamily Housing,68250,1959,100,70,76.9,200867.7,2639.1
Multifamily Housing,153804,1964,100,65,65,1295715.1,15508.4
Multifamily Housing,56200,1954,70,69,83.1,204200,2389.3
Multifamily Housing,89000,1956,100,83,65.7,4855282.8,5480.7
Multifamily Housing,97387,1947,100,100,51.4,4850484.1,76
Multifamily Housing,108757,1937,100,74,82.6,7618259,5050.1
Multifamily Housing,65071,1956,100,82,75.6,4169188.6,2909.9
Multifamily Housing,86527,1959,100,67,71.6,4529299.8,4875.1
Multifamily Housing,84000,1931,100,50,81.1,406443,7470.8
Multifamily Housing,137350,1954,100,78,61.9,6760400,7194.2
Multifamily Housing,58510,1951,80,1,570.5,96743.7,95.9
Multifamily Housing,106050,1960,100,18,120,604527.2,8979.7
Multifamily Housing,133654,1960,100,41,94.5,475700,7152.3
Multifamily Housing,125891,1962,100,32,90.7,3767418.2,6365.9
Multifamily Housing,234480,1965,100,72,76.8,12626024.7,26682
Multifamily Housing,58411,1927,100,57,91.4,476246.3,28249.3
Multifamily Housing,65250,1951,100,84,61.4,909671.9,6447.5
Senior Care Community,89500,1974,95,9,121.8,3823832.2,6579.1
Senior Care Community,188760,1974,100,34,191.3,29746690.4,16788.1
Multifamily Housing,79366,1925,100,61,82.4,5505300,10380.7
Multifamily Housing,119840,1928,90,97,37.7,433801.9,6207.4
Multifamily Housing,102399,1965,100,61,86,6997090.5,11431.4
Multifamily Housing,66832,1989,100,63,101,5751900,4832.6
Senior Care Community,486162,1934,100,87,104.7,2620099.9,15346.5
Multifamily Housing,228000,1966,100,24,86.8,14338228.4,14521.9
Multifamily Housing,119023,1928,100,13,99.8,8464754.1,14803.3
Multifamily Housing,77429,1928,100,95,90.1,287400,3996.3
Multifamily Housing,67390,1928,100,67,66.3,324093,9137.1
Multifamily Housing,352360,1961,100,33,92,1335072.8,22809.6
Multifamily Housing,55300,1968,100,43,108.1,5137427.5,840.8
Multifamily Housing,118668,1931,100,64,79.8,8077300,22714.6
Multifamily Housing,127566,1928,100,55,99.6,576020,8261.8
Multifamily Housing,79200,1927,100,100,24.4,401800,19383.7
Multifamily Housing,82320,1927,100,98,47.3,1325984.2,12.7
Multifamily Housing,52980,1929,100,41,114.4,345755.3,8497.7
Multifamily Housing,50748,1931,100,100,25.2,338600,66666.4
Multifamily Housing,135884,2010,100,44,82,8241949,7554.7
Multifamily Housing,116222,1965,100,18,131.4,595280,8725
