property type,sqft,Year Built,Occupancy,ENERGY STAR Score,Site EUI (kBtu/ft²),Oil kBtu,Diesel kBtu,Steam kBtu,gas kBtu,Total CO2 tons,Water kgal
Multifamily Housing,96980,1978,100,22,103.9,876000.1,0,0,6403830.6,665.6,0
Multifamily Housing,55479,2009,100,99,22.9,0,0,0,305488.2,105.9,2883.7
Multifamily Housing,51900,1930,100,78,59,0,0,0,2521532.4,184.2,0
Multifamily Housing,158,1948,100,0,112173.6,0,0,0,14308700,1076.9,0
Multifamily Housing,64496,2012,100,94,90.2,0,0,0,4737001.7,351.6,4307.9
Multifamily Housing,336430,1974,100,8,140.5,0,0,0,36259700.2,3025.1,0
Multifamily Housing,438045,1962,100,80,63.9,0,0,0,21629658.3,1738.9,0
Multifamily Housing,445950,1958,100,28,79.7,4789428,0,0,25347302.5,2248.8,0
Distribution Center,102980,1969,100,34,66.2,0,0,0,5440900.1,875.9,0
Non-Refrigerated Warehouse,130000,1968,100,99,6.7,0,0,0,86100,77.6,301.7
Non-Refrigerated Warehouse,57441,2000,100,89,17.6,0,0,0,385900,78.2,357
Self-Storage Facility,42128,2008,90,0,21.9,0,0,0,351964,71.7,0.1
Residence Hall/Dormitory,141500,1928,100,35,108.4,0,0,0,9625300,1040.8,0
Residence Hall/Dormitory,65500,1927,100,96,63.5,0,0,0,4122900.1,222.3,0
Multifamily Housing,80000,1927,100,1,132.7,0,0,0,2551827.9,883.7,0
K-12 School,58420,1969,100,81,43.5,0,0,0,1661090.7,170.1,940.6
Self-Storage Facility,63000,2007,100,0,7.8,0,0,0,197353.1,37.7,53.8
Multifamily Housing,96840,1956,100,100,12.2,72803,0,0,195864.9,101.5,0
Manufacturing/Industrial Plant,63000,1990,100,0,47.6,0,0,0,2398130.9,213.8,498.9
Non-Refrigerated Warehouse,91476,2001,100,75,28,0,0,0,2212699.9,150.2,0
Multifamily Housing,165466,1972,100,9,135.5,0,0,0,17508200.6,1385.7,0
Multifamily Housing,123910,1988,100,13,106.8,0,0,0,9790569.3,840.1,4691.7
Multifamily Housing,208039,2007,100,38,61.1,0,0,0,8402307.4,845.4,0
Multifamily Housing,62816,2000,100,71,33.9,0,0,0,0,197.6,4096.7
Multifamily Housing,92305,2010,100,54,42.6,0,0,0,0,365.3,1245.1
Multifamily Housing,129651,1997,100,69,64.3,0,0,0,6559300.3,512.7,6186.1
Other,51300,1977,100,0,112.1,0,0,0,4314563,362.3,413.4
Multifamily Housing,51780,1927,100,31,115.6,0,0,0,5152700,351.1,7607.8
Multifamily Housing,74645,1928,100,96,33.2,824543.2,0,0,289219.6,210.8,7212.4
Multifamily Housing,104500,1940,100,37,88.3,0,0,0,7750600.4,548.5,0
Self-Storage Facility,87435,2000,100,0,13.1,0,0,0,545200,84.4,20.7
Self-Storage Facility,52640,1927,100,0,14.7,0,0,0,369400,57.4,0.1
Multifamily Housing,54300,1999,100,55,58.7,0,0,0,2441549.7,198.8,0
Multifamily Housing,109166,1986,100,37,86,0,0,0,7746095,563.6,0
Multifamily Housing,146487,2011,100,91,38.4,0,0,0,3332940.1,389.7,8481.4
Multifamily Housing,54028,1927,100,31,93.1,0,0,0,4215059.1,299.7,0
Non-Refrigerated Warehouse,75886,2009,100,0,19.1,0,0,0,247026.4,126.1,4
Senior Care Community,50840,1975,100,0,103.6,0,0,0,2944257.9,371.8,7128.6
Multifamily Housing,323070,1975,100,34,104.1,0,0,0,28077243.7,2122.3,0
Multifamily Housing,1368029,1972,100,54,103.9,0,0,0,117465436.7,8530.1,39925.8
Senior Care Community,130500,1996,100,40,176.8,0,0,0,14963601.7,1547,6102.6
Non-Refrigerated Warehouse,85600,1970,100,91,22.4,0,0,0,1394100,122.8,0
Distribution Center,107435,1957,100,0,22.5,0,0,0,637330.8,256.5,0
Distribution Center,120000,1957,100,79,44.4,0,0,0,4597429.2,312.5,259.6
Self-Storage Facility,89583,2007,100,0,13.6,0,0,0,759338.2,83.3,28.2
Multifamily Housing,86123,2013,100,96,47,0,0,0,2719908.3,267.7,2148.4
Manufacturing/Industrial Plant,112800,1963,100,0,30.6,0,0,0,3258700.4,190.9,314.4
Non-Refrigerated Warehouse,423828,1971,100,63,42,0,0,0,8253600.4,1700.2,0
Self-Storage Facility,110896,2007,90,0,11.3,0,0,0,878314.8,81.9,182.8
Non-Refrigerated Warehouse,66000,1960,100,22,92,0,0,0,3654603,418.5,168.1
Multifamily Housing,97000,1966,100,14,106,0,0,0,8419924.1,619.8,0
Multifamily Housing,435510,1966,100,0,107.8,0,0,0,39462981.2,2888.2,0
Multifamily Housing,455900,1966,100,45,104.1,0,0,0,38704761.7,2866.9,87418.2
Non-Refrigerated Warehouse,77000,1971,100,81,19,0,0,0,614987.5,111.6,897.7
Self-Storage Facility,137332,1967,100,0,13.9,0,0,0,1109345.2,133.7,363.4
Multifamily Housing,100300,1995,100,52,81.8,0,0,0,6095599.7,519.3,5971.7
Multifamily Housing,40163,2013,100,82,71,0,0,0,2150304.8,223.6,2657.8
K-12 School,63600,1991,100,80,48.6,0,0,0,1586574,223.9,0
Wholesale Club/Supercenter,128995,2001,100,83,151.7,0,0,0,4045999.8,1655.9,1643.5
Retail Store,148939,2002,100,72,112,0,0,0,7726800.1,1241.5,2091
Retail Store,135403,2001,100,0,67.7,0,0,0,4787199.7,661.2,0
Multifamily Housing,58542,2011,100,0,60.4,0,0,0,2376064.6,260.2,2406.5
Multifamily Housing,48428,2013,100,0,70.1,0,0,0,2125342.8,260.8,1896
K-12 School,58700,2009,100,18,83.9,0,0,0,2059037.5,375.4,508.5
Senior Care Community,61994,1959,100,20,129.9,0,0,0,2890299.8,632.9,4089.2
Other - Entertainment/Public Assembly,69126,1998,100,0,121.4,0,0,0,1521699.6,718.2,0
Multifamily Housing,217474,1989,100,10,133.9,0,0,0,24038152.4,1749,17741.9
Multifamily Housing,247287,1989,100,6,139,0,0,0,28465342.1,2059.8,37343.2
Multifamily Housing,85127,2000,100,27,86,0,0,0,3817199.9,528.3,16172.2
Non-Refrigerated Warehouse,58000,1963,100,77,87.6,601273.6,0,0,4039662.8,305.6,0
Non-Refrigerated Warehouse,70875,1962,100,3,85.5,0,0,0,2720899.9,454.5,180
Distribution Center,96500,1967,100,100,6.2,0,0,0,583796.8,32.2,369.5
Distribution Center,68000,1962,100,37,81.1,0,0,0,4268557.7,342.2,218.2
Multifamily Housing,91632,1928,100,0,95.1,414000,0,0,7697947.8,536,4491.4
Multifamily Housing,54000,1964,100,0,111,0,0,0,5246566.1,357.1,3800.1
Multifamily Housing,64381,1958,100,50,113.7,0,0,0,6247570.8,431.4,7429.1
Multifamily Housing,68172,1942,100,84,67.6,349086,0,0,2641533.5,316.4,0
Multifamily Housing,144001,1958,100,60,93.4,1242248.2,0,0,10471263.3,821.3,0
Self-Storage Facility,54900,2013,70,0,12.7,0,0,0,234418.8,55.7,49.9
Multifamily Housing,73039,1950,100,76,81.3,276000,0,0,4642474.6,364.2,0
Multifamily Housing,61600,1929,100,55,83.4,952752.2,0,0,3347380.4,335.2,4389.9
Multifamily Housing,68100,1929,100,64,66.9,0,0,0,3497800,284,7208.7
Multifamily Housing,61620,1929,100,36,91.9,0,0,0,4799600.1,335.3,4620.8
Multifamily Housing,65088,1931,100,76,75.3,516401.9,0,0,3375038.2,312.1,5784
K-12 School,68000,1950,100,38,60.9,0,0,0,967471.6,425.1,0
Multifamily Housing,61608,1931,100,84,71.5,447665,0,0,2996347.3,281.9,4382.5
Multifamily Housing,135505,1962,80,100,25.4,0,0,0,1472446.9,260.6,0
Multifamily Housing,96170,1927,100,34,101.4,0,0,0,7777313.3,596.5,0
Multifamily Housing,113408,1926,100,33,97.1,0,0,0,8526238.4,683.7,0
Multifamily Housing,79318,1952,100,94,53.4,0,0,0,3158129.1,267.5,4767.3
Multifamily Housing,64403,1952,100,36,95.4,0,0,0,4785878.8,380.2,0
Multifamily Housing,65826,1928,100,87,64.6,0,0,0,3506114,255.6,1217.5
Multifamily Housing,64703,1961,100,81,79.3,0,0,0,4177884,310.6,3837.4
Multifamily Housing,73656,1930,100,43,105.9,0,0,0,5669448.1,498.6,2049.3
Multifamily Housing,79800,1961,100,78,80.3,0,0,0,5149511.6,390.3,5994.8
Multifamily Housing,80801,1961,100,66,83.4,414000,0,0,4854967.1,428.9,5844.6
Multifamily Housing,51360,1928,100,53,107.6,268711.8,0,0,4753899.9,321.7,3952.2
Office,46435,1920,100,62,99.1,0,0,0,4376199.9,307.5,0
Multifamily Housing,54,1931,100,0,103562.7,0,0,0,4922899.9,323.6,0
Multifamily Housing,121,1966,100,0,84969.6,0,0,0,7692900.3,648.8,0
Multifamily Housing,59000,1964,100,60,82.5,0,0,0,3925800.1,295.8,44108
Multifamily Housing,55000,1963,100,22,109.6,0,0,0,4770499.8,370.1,4968.2
Distribution Center,88000,1979,100,0,11.5,0,0,0,14577.1,357.9,244.5
Multifamily Housing,103613,1931,100,0,71,0,0,0,6249153.5,472.6,0
Multifamily Housing,120650,1955,100,47,105.1,0,0,0,10803058.9,748.4,14351.4
Multifamily Housing,57712,1964,100,9,129.3,0,0,0,6372100,439.5,159.6
Multifamily Housing,172960,1959,100,34,89.6,10744763.5,0,0,1676560,1184.5,14918.1
Multifamily Housing,92935,1960,100,100,0.2,0,0,0,0,1.4,0
Multifamily Housing,85396,1955,100,29,97.2,0,0,0,6626899.8,507,5572.7
Multifamily Housing,102871,2014,100,68,66.4,0,0,0,4446959.7,457.6,4959
Multifamily Housing,90279,2013,100,74,66.9,0,0,0,4321100,388.7,2940.6
Multifamily Housing,69090,1941,100,43,100.5,0,0,0,6116900.2,401.8,3694.6
Multifamily Housing,127764,1956,100,37,98.7,690275.8,0,0,10044773.7,765.4,6085.4
Multifamily Housing,79700,1928,100,0,78.7,553656,0,0,5444601.3,397.5,3833.6
Multifamily Housing,124318,1963,100,76,84.9,690000,0,0,8198377.3,647.3,9510.7
Multifamily Housing,112518,1963,100,87,95.1,690027.6,0,0,8876124.2,634.6,6957.5
Multifamily Housing,115360,1965,100,86,64.4,0,0,0,6203999.9,442.8,4305.8
Multifamily Housing,95000,1929,100,61,82.3,0,0,0,6287499.3,476.2,0
Multifamily Housing,95000,1929,100,54,86.7,0,0,0,6706996.3,498.5,0
Multifamily Housing,135704,1930,100,89,68.7,0,0,0,7658481.9,561.8,0
Multifamily Housing,90944,1938,100,58,102.5,0,0,0,8044215.1,546.1,5130.3
Multifamily Housing,66168,1949,100,77,79.5,0,0,0,4348206.1,315.7,3492.1
Multifamily Housing,76095,1926,100,56,80.4,0,0,0,5391500.1,353.9,6942
Multifamily Housing,77993,1959,100,59,90.4,689999.8,0,0,5253552.6,439.1,0
Multifamily Housing,53844,1928,100,47,108.1,5246475.3,0,0,11982.2,504.9,18512.5
Multifamily Housing,80155,1929,100,92,50.1,0,0,0,2956699.8,255.3,2390
Multifamily Housing,114346,1956,100,60,83.1,0,0,0,7780206.1,573.2,7973.5
Multifamily Housing,119000,1957,100,83,73.3,0,0,0,7029581,530.7,6042
Multifamily Housing,121695,1957,100,33,90.7,0,0,0,7078299.9,742.9,6560.4
Multifamily Housing,58231,1959,100,52,99.6,0,0,0,4881837,344.7,2829.1
Multifamily Housing,60435,1965,100,60,89.5,0,0,0,4470200.2,324.5,4762.8
Multifamily Housing,51900,1929,100,22,117.4,0,0,0,5340399.9,353.6,9609
Multifamily Housing,55000,1963,100,29,97.1,0,0,0,3956400,338.4,1334.2
Multifamily Housing,412128,1950,100,52,88.2,0,0,0,26878192.7,2305.1,0
Multifamily Housing,137376,1950,100,60,82.5,0,0,0,8250768.4,723.7,0
Multifamily Housing,65602,1937,100,75,71.5,0,0,0,3798500.3,284.3,4042.1
Multifamily Housing,412128,1950,100,35,98.1,0,0,0,29930631.8,2563.2,0
Multifamily Housing,92180,1940,100,23,103.2,0,0,0,8130299.8,560.4,3345.1
K-12 School,58040,1942,100,74,91,9552636,0,0,0,401.1,25364.5
Multifamily Housing,343440,1950,100,50,89,0,0,0,22559873.4,1942.5,0
Multifamily Housing,324000,1950,100,50,90.5,0,0,0,21449303.7,1870.3,0
Multifamily Housing,343440,1950,100,76,75.4,0,0,0,18923999.8,1653.2,0
Multifamily Housing,61950,1962,100,52,82.8,0,0,0,4021000,316.4,4894.7
Multifamily Housing,118487,1950,100,18,107,0,0,0,9930339.9,782.8,0
Multifamily Housing,50871,1927,100,20,99.7,0,0,0,4146870.6,306.2,0
Multifamily Housing,55065,1931,100,82,70.3,0,0,0,3205761.4,231.8,7319.8
Multifamily Housing,51480,1926,100,35,110.1,0,0,0,4888142.1,332.1,8771.5
Multifamily Housing,80000,1925,100,3,181.9,0,0,0,13411999.8,818.1,0
Multifamily Housing,118674,1930,100,55,81,0,0,0,8447499.9,557.1,4368.1
Multifamily Housing,72684,1928,100,54,90.7,0,0,0,5489786.8,393.6,0
Multifamily Housing,64069,1939,100,86,67.9,0,0,0,3537101.8,263.5,2514.2
Multifamily Housing,87000,1925,100,52,93.9,0,0,0,7024399.8,479.3,7301
Multifamily Housing,82448,1926,100,57,94.2,0,0,0,6605900.2,458.7,4620.7
Multifamily Housing,70316,1926,100,74,69.7,0,0,0,4216115.5,287.7,0
Multifamily Housing,62834,1926,100,14,85,0,0,0,3380661.9,361.6,0
Multifamily Housing,87319,1940,100,83,79,0,0,0,5963300,403.9,6350
Multifamily Housing,257076,1962,100,57,78.9,0,0,0,16458398.8,1229.7,0
Multifamily Housing,346072,1962,100,29,101.9,0,0,0,30904697.5,2047.3,0
Multifamily Housing,54000,1927,100,24,102.4,0,0,0,4709599.9,326.2,4354
Multifamily Housing,52000,1931,100,71,87.8,0,0,0,3780910,273.4,42113.6
Multifamily Housing,77964,1929,100,0,89.1,0,0,0,6391000.3,441.1,0
Multifamily Housing,92007,1929,100,0,79.3,0,0,0,6156344.9,464.7,9157.3
Multifamily Housing,82540,1928,100,69,78.9,0,0,0,5599582,382.1,6740.4
Multifamily Housing,130030,1923,100,0,75.8,0,0,0,8664023,642.5,0
Multifamily Housing,70436,1924,100,49,88,0,0,0,4910900,380.6,0
Multifamily Housing,70790,1926,100,74,78.5,0,0,0,4707399.8,329,4210.8
Multifamily Housing,64165,1926,100,76,83.3,0,0,0,4540046.3,315.6,3325.1
Multifamily Housing,52249,1927,100,0,86.3,0,0,0,3956188.5,285.4,0
Multifamily Housing,59145,1927,100,23,89.1,0,0,0,3748027,340.5,3169.9
Multifamily Housing,80088,1941,100,72,83.8,0,0,0,5701300.1,396.4,0
Multifamily Housing,71795,1964,100,48,101.9,0,0,0,6262190.5,430.2,0
Multifamily Housing,65984,1936,100,92,85.2,0,0,0,4878000.1,328.4,5143.2
Multifamily Housing,77638,1940,100,76,78.5,0,0,0,5375168.3,352.6,1628
Multifamily Housing,58800,1941,100,50,89.2,0,0,0,4503500,307.8,3207.6
Multifamily Housing,81396,1955,100,64,76.3,0,0,0,5236499.8,368.6,0
Multifamily Housing,63576,1939,100,86,72.8,0,0,0,4026519.6,269.5,246.1
Multifamily Housing,106862,1927,100,87,72.6,0,0,0,6752764.6,451.9,7308.5
Multifamily Housing,58200,1963,90,99,28.3,0,0,0,601511.6,128.8,4988.8
Multifamily Housing,82636,1941,100,22,110.8,415214.4,0,0,7790100.2,536.7,0
Multifamily Housing,66538,1940,100,69,86.9,0,0,0,5009867.4,337.9,3073.7
Multifamily Housing,75798,1931,100,93,82.7,0,0,0,4845900.5,389.2,5015.7
Multifamily Housing,84000,1963,100,57,86.8,0,0,0,6083699.8,435.2,6380.1
Multifamily Housing,101472,1941,100,59,81.4,0,0,0,7073900.2,485.7,6673
Multifamily Housing,158614,1927,100,96,58.7,0,0,0,8015312.4,545.9,4557.2
Multifamily Housing,102824,1931,100,70,71.7,0,0,0,6214600.3,437.8,0
Multifamily Housing,169423,2010,100,97,24.2,0,0,0,0,380,0
Multifamily Housing,148400,1964,100,6,152.9,0,0,0,20265599,1301.4,8301.9
Multifamily Housing,55200,1915,100,72,67.4,0,0,0,2891170,230.4,4518.2
Multifamily Housing,50567,1930,100,49,73.1,0,0,0,2669599.6,237.2,2451.4
Multifamily Housing,76833,1931,100,21,115.3,552276,0,0,7330615.8,526.1,0
Multifamily Housing,50200,1926,100,83,60.7,0,0,0,2525815.4,182.3,0
Multifamily Housing,69086,1931,100,28,107,0,0,0,6558300,425.9,6507.3
Multifamily Housing,62100,1926,100,90,66.3,0,0,0,3561638.3,240.9,3781.4
Multifamily Housing,52750,1928,100,71,88.7,0,0,0,3944990.7,277.9,0
Multifamily Housing,81682,1935,100,75,67,0,0,0,4530800.1,328.3,0
Multifamily Housing,76065,1940,100,85,63.7,0,0,0,3947459.1,292.9,0
Multifamily Housing,76670,1931,100,67,82.9,0,0,0,5495473.9,371.8,3950.6
Multifamily Housing,108549,1941,100,78,71.8,0,0,0,6493206.5,465.6,4906.3
Multifamily Housing,98573,1927,100,36,114.5,0,0,0,10174900.5,643.6,0
Multifamily Housing,60179,1929,100,90,77.1,0,0,0,4441999.8,254,0
Multifamily Housing,67900,1928,100,79,67,0,0,0,3707399.7,275,4326.7
Multifamily Housing,137923,1924,100,98,46.1,0,0,0,4670800.1,405.2,3242.7
Multifamily Housing,73750,1959,100,33,93,0,0,0,5585599.9,415.1,0
Multifamily Housing,74169,1927,100,75,80.8,0,0,0,5035231.3,356.1,5007.7
Multifamily Housing,116873,1940,100,60,86,0,0,0,8654745.5,589.6,6922.3
Multifamily Housing,62912,1927,95,85,62,0,0,0,3274499.4,232.1,0
Multifamily Housing,71282,1936,100,18,121.8,0,0,0,7810940,495.7,0
Multifamily Housing,69930,1931,100,43,84.2,0,0,0,5087254.4,344.6,4846.2
Multifamily Housing,97332,1938,100,67,79.6,0,0,0,6676849.4,454.2,3995.3
Multifamily Housing,79112,1927,100,83,76.9,0,0,0,5325092.3,353,11202.3
Multifamily Housing,97137,1938,100,89,84.1,1655972.4,0,0,6063999.7,501.9,0
Multifamily Housing,61750,1927,100,21,128.7,0,0,0,6947600.1,461.8,0
Multifamily Housing,67764,1937,100,81,67,422378,0,0,3216050.7,286.2,6030.8
Multifamily Housing,112356,1962,100,97,72,0,0,0,6122700,507.3,8408.9
Multifamily Housing,76440,1931,100,83,68.6,0,0,0,4351688,313.7,3316.9
Multifamily Housing,132840,1931,100,89,61.2,745476.2,0,0,6576307.4,486.1,9256.8
Multifamily Housing,81900,1928,100,82,69.4,0,0,0,4824808.4,336.1,0
Multifamily Housing,62841,1928,100,57,89.6,0,0,0,4524500.2,342.8,4287.8
Multifamily Housing,74016,1946,100,74,77.1,0,0,0,4803376.7,339.2,19230.9
Multifamily Housing,66530,1937,100,85,71.9,930672,0,0,3453141.5,298.3,4299.5
Multifamily Housing,77618,1931,100,81,66.6,0,0,0,4399000.7,305,4921.4
Multifamily Housing,98812,1962,100,3,166.4,0,0,0,15035191.1,929,0
Multifamily Housing,95092,1962,100,35,106.5,0,0,0,8602026.7,598.8,0
Multifamily Housing,105136,1946,100,50,109.3,825743.6,0,0,10430699.9,741.3,11120.1
Multifamily Housing,69816,1922,100,80,70.9,360180,0,0,3930641.1,300,7937.7
Multifamily Housing,70788,1929,100,95,69,0,0,0,4111000.1,289.8,2341.2
Multifamily Housing,98524,1965,100,100,16,0,0,0,0,145.9,5638
Multifamily Housing,62121,1960,100,100,13.2,0,0,0,0,76.2,4558
Multifamily Housing,102198,1957,100,70,66.3,0,0,0,5672700.1,403.6,4945.4
Multifamily Housing,84600,1958,100,48,79.7,0,0,0,5250036.5,417.7,0
Multifamily Housing,65370,1927,100,2,160.6,0,0,0,9586200.1,593.8,7051.7
Multifamily Housing,65370,1927,100,7,126.9,0,0,0,7137700.6,486.3,3570.4
Multifamily Housing,98046,1926,100,85,63.3,0,0,0,4635300.1,392.4,0
Multifamily Housing,50840,1914,100,36,125.5,0,0,0,5660467.8,367.7,0
Multifamily Housing,121636,1949,100,66,86.4,1104055.2,0,0,8247636.6,638.1,0
Multifamily Housing,91760,1931,100,71,67.9,0,0,0,5032656.2,378.3,0
Multifamily Housing,67272,1944,100,41,98.5,480032.4,0,0,5457700.2,394.1,7884.6
Multifamily Housing,87951,1925,100,39,85.8,815428.6,0,0,6024100.3,454,8218.2
Multifamily Housing,99035,1941,100,67,78.5,0,0,0,6340962.1,469.8,6986.4
Multifamily Housing,134177,1931,100,73,68.1,0,0,0,7687678.9,542.5,8681.8
Multifamily Housing,58854,1931,100,54,80.7,0,0,0,4018600.1,281.5,3678.1
Retail Store,61000,1928,100,82,54.9,0,0,0,892561.3,275.4,0
Multifamily Housing,75043,1944,100,75,81.9,467492,0,0,4600178.8,379.6,0
Multifamily Housing,75043,1944,100,77,79.3,394346,0,0,4472866.4,367.9,0
Multifamily Housing,85303,1937,100,48,80.8,386455.2,0,0,5685980.8,410.3,6320.9
Multifamily Housing,68962,1929,100,90,64.7,731013.4,0,0,3465100.2,269.9,3478.4
Multifamily Housing,77014,1935,100,84,63.8,0,0,0,4098844,293.4,2660.8
Multifamily Housing,52572,1937,100,71,73.6,0,0,0,3033985.1,238.7,5746.1
Multifamily Housing,87000,1990,100,100,7.1,0,0,0,0,57.7,0
Multifamily Housing,128746,1937,100,75,65.9,0,0,0,6914299.9,512.5,6755
Multifamily Housing,67489,1937,100,84,60.3,0,0,0,3258200.1,248.4,3609
Multifamily Housing,52654,1930,100,83,93.2,463128,0,0,3868301.2,297.4,3896.8
Multifamily Housing,71710,1927,100,60,95.7,0,0,0,5821399.9,405.7,4532.7
Multifamily Housing,51156,1941,100,76,87.5,0,0,0,3733796.6,267.1,3947.5
Multifamily Housing,60381,1931,100,59,85.5,0,0,0,4450824.7,302.5,5071.5
Multifamily Housing,70612,1926,100,20,120.4,0,0,0,7353100.1,497.4,0
Multifamily Housing,57105,1931,100,75,83,0,0,0,3975814.8,282.1,4551.1
Multifamily Housing,100186,1929,100,63,81.6,0,0,0,6973115.3,481.6,4756.4
Multifamily Housing,121750,1951,100,100,5.7,0,0,0,409780.6,48.5,0
Multifamily Housing,63511,1935,100,57,85.2,268244.4,0,0,4503354,321,5258.2
Multifamily Housing,139808,1927,100,80,79.9,18471051.2,0,0,150477.3,859.1,9918.3
Multifamily Housing,144230,1962,100,0,96.6,0,0,0,11194412,870.3,12726.6
Multifamily Housing,58500,1936,100,52,93.1,0,0,0,4824418,314.2,0
Multifamily Housing,77429,1961,100,55,96.4,0,0,0,6479899.7,435.7,0
Multifamily Housing,176270,1927,100,65,67.2,0,0,0,9105100.4,738.3,0
Multifamily Housing,176270,1927,100,42,85.9,0,0,0,12776138.9,897.9,0
Multifamily Housing,75126,1926,100,69,72.2,0,0,0,4534300,323.1,5423.6
Multifamily Housing,75312,1937,100,80,69.9,0,0,0,4422198.1,313.2,0
Multifamily Housing,57600,1924,100,0,87.7,0,0,0,4202889.3,316.7,6315.2
Multifamily Housing,65296,1962,100,84,62.5,0,0,0,3278800.1,248.6,2969
Multifamily Housing,62634,1940,100,45,99.9,0,0,0,5461739.5,364,0
Multifamily Housing,77863,1937,100,82,69.7,391975.2,0,0,4561874.4,319.2,2592.2
Multifamily Housing,72000,1956,100,15,150.4,0,0,0,11053397.6,699.2,8015.7
Multifamily Housing,75802,1937,100,16,111.8,0,0,0,7413300.3,492.6,7894.2
Multifamily Housing,106800,1937,100,20,125,0,0,0,11855399.9,768.5,5033.6
Multifamily Housing,88382,1929,100,55,74.6,0,0,0,5524800.3,392.3,5697.2
Multifamily Housing,61477,1939,100,26,106.1,0,0,0,5620000.2,382.3,234.4
Multifamily Housing,65444,1935,100,77,81.9,0,0,0,4433555.2,321.2,5145.7
Multifamily Housing,69049,1931,100,64,82.9,276000,0,0,4814900.4,337.6,0
Multifamily Housing,144970,1931,100,70,77.2,4220040,0,0,7290500.2,710.1,0
Multifamily Housing,66700,1962,100,62,79.4,0,0,0,4253300,322.5,1559.4
Multifamily Housing,72206,1931,100,24,117.5,248273.6,0,0,7467498,488.8,4271
Multifamily Housing,78464,1927,100,36,98.3,855600,0,0,6491469,511.9,0
Multifamily Housing,56430,1930,100,53,79.8,0,0,0,3750365.5,268.9,0
Multifamily Housing,64970,1939,100,57,84.2,0,0,0,4751968,318.8,0
Multifamily Housing,88585,1929,100,72,66.5,0,0,0,4956599.6,350.1,5026.5
Multifamily Housing,58945,1930,100,58,85.9,0,0,0,4258320.2,300.8,10445.7
Multifamily Housing,70566,1939,100,68,73.1,0,0,0,4183999.8,312.5,5783
Multifamily Housing,87549,1926,100,39,94.6,0,0,0,7117600.3,486.3,10411.1
Multifamily Housing,96752,1963,100,33,92.2,0,0,0,7101599.7,545.7,8250.2
Multifamily Housing,85200,1927,100,28,87.8,0,0,0,5647079.7,470.4,823.9
Multifamily Housing,59990,1963,100,37,100.8,0,0,0,4683387.6,375.3,0
Multifamily Housing,103472,1923,100,7,161.5,0,0,0,15455600.4,937.5,81717.7
Multifamily Housing,67084,1926,100,13,123.5,7006685.9,0,0,305300,634,6392.1
Multifamily Housing,77914,1935,100,67,79.4,0,0,0,5312239.7,363.1,0
Multifamily Housing,55426,1928,100,80,83.4,0,0,0,4646205.3,310.5,7352.4
Multifamily Housing,129817,1939,100,77,68.7,0,0,0,7409486.3,533.5,7551.6
Office,70222,2013,100,70,71.4,0,0,0,2168899.9,503.3,2405.6
Multifamily Housing,84000,1932,100,61,86.8,5822786.5,0,0,12579.1,573.8,5435.3
Multifamily Housing,72295,1988,100,100,19.2,0,0,0,408100,112.3,3879.8
Multifamily Housing,56610,1928,100,40,95.1,0,0,0,4277700.1,329.9,6328.1
Multifamily Housing,158789,1961,100,84,60.9,413834.4,0,0,7287200,604.7,5124.2
Multifamily Housing,86262,1953,100,43,76.4,0,0,0,5324300,400.4,0
Multifamily Housing,63222,1966,100,44,90,0,0,0,4787200.2,338,0
Multifamily Housing,90289,1958,100,40,90.9,0,0,0,7061499.7,481.6,0
